depth,delta_GR
1.3431,-0.141254
1.4955,-0.5965549999999995
1.6479,-0.8150359999999992
1.8003,-1.5117600000000007
1.9527,-1.1813849999999997
2.1051,-0.6471969999999994
2.2575,-0.30644700000000036
2.4099,-0.43173300000000037
2.5623,-0.0013100000000001444
2.7147,0.3028429999999993
2.8671,0.5665959999999997
3.0195,1.4430820000000004
3.1719,2.1654350000000004
3.3243,2.187647
3.4767,2.873457000000001
3.6291,3.1169130000000003
3.7815,2.8379959999999995
3.9339,0.8145920000000011
4.0863,0.2724800000000007
4.2387,-0.9675570000000002
4.3911,-1.4071120000000006
4.5435,-1.3003990000000005
4.6959,-2.2511210000000013
4.8483,-2.47265
5.0007,-2.348654
5.1531,-1.1292810000000006
5.3055,-1.5971590000000004
5.4579,0.1673119999999999
5.6103,-0.0020220000000001903
5.7627,-0.3659049999999997
5.9151,0.0582350000000007
6.0675,0.10336500000000015
6.2199,0.748031000000001
6.3723,0.7044099999999993
6.5247,0.8424079999999998
6.6771,0.6883180000000007
6.8295,2.0437160000000008
6.9819,2.796994999999999
7.1343,1.421145
7.2867,-0.29964000000000013
7.4391,-0.14490900000000106
7.5915,0.2145210000000013
7.7439,0.8418890000000001
7.8963,-0.658208000000001
8.0487,-0.962136000000001
8.2011,-0.5885859999999994
8.3535,-0.024715999999999738
8.5059,0.5699839999999998
8.6583,0.27482700000000104
8.8107,-0.5370300000000006
8.9631,-0.13150000000000084
9.1155,0.870642000000001
9.2679,0.906053
9.4203,0.8604459999999996
9.5727,1.9499769999999987
9.7251,2.2764919999999993
9.8775,0.880946999999999
10.0299,1.2377270000000005
10.1823,0.798255000000001
10.3347,0.7812069999999984
10.4871,0.06053600000000081
10.6395,-1.1648549999999993
10.7919,-3.2019529999999996
10.9443,-3.6318129999999993
11.0967,-2.176933
11.2491,-1.9924480000000004
11.4015,-1.9507060000000003
11.5539,-2.047591999999999
11.7063,-2.0999560000000006
11.8587,-1.608867
12.0111,-0.824166
12.1635,0.22267800000000015
12.3159,-0.30449899999999985
12.4683,0.16304300000000005
12.6207,0.3675449999999998
12.7731,0.5011159999999997
12.9255,0.1127230000000008
13.0779,-0.24392000000000014
13.2303,0.5123959999999999
13.3827,1.0945919999999996
13.5351,0.7723440000000004
13.6875,0.9709689999999993
13.8399,0.23361699999999974
13.9923,0.19953399999999988
14.1447,0.2986609999999992
14.2971,-0.8596539999999999
14.4495,-1.3237860000000001
14.6019,-1.6842829999999998
14.7543,-0.33332100000000064
14.9067,-1.4286139999999996
15.0591,-1.6575059999999997
15.2115,-2.2586139999999997
15.3639,-1.8010009999999994
15.5163,1.0824949999999998
15.6687,1.3770190000000007
15.8211,1.2512889999999999
15.9735,1.2555459999999998
16.1259,1.766585000000001
16.2783,2.1208739999999997
16.4307,1.836353
16.5831,1.5997019999999997
16.7355,0.4735290000000001
16.8879,1.308891
17.0403,1.501099
17.1927,0.42878100000000074
17.3451,0.6802079999999986
17.4975,1.252675
17.6499,1.886927
17.8023,1.5440119999999995
17.9547,0.18963600000000014
18.1071,-1.3036390000000004
18.2595,-1.6634380000000002
18.4119,-1.28395
18.5643,-2.505565999999999
18.7167,-2.586359
18.8691,-2.909345
19.0215,-1.7950049999999997
19.1739,-0.2661530000000001
19.3263,1.1740150000000007
19.4787,0.4082080000000001
19.6311,-0.281358
19.7835,-0.5098920000000007
19.9359,0.0011250000000000426
20.0883,0.3933429999999998
20.2407,-0.047092999999999385
20.3931,0.26219400000000004
20.5455,0.3636590000000002
20.6979,1.148053
20.8503,0.7996169999999996
21.0027,1.444465
21.1551,0.5359369999999997
21.3075,-0.12931599999999932
21.4599,0.6581169999999998
21.6123,-0.5716779999999995
21.7647,-1.2317750000000007
21.9171,-1.1290040000000001
22.0695,-1.121511
22.2219,-1.2001689999999998
22.3743,-0.6549159999999992
22.5267,0.4168699999999994
22.6791,0.2065380000000001
22.8315,0.7068439999999994
22.9839,0.4572250000000002
23.1363,0.4686640000000004
23.2887,1.468019
23.4411,2.057937
23.5935,1.8456039999999998
23.7459,1.475244
23.8983,0.9540649999999999
24.0507,0.5523800000000003
24.2031,1.053888999999999
24.3555,0.32097199999999937
24.5079,0.7784750000000003
24.6603,0.3930100000000003
24.8127,0.04305100000000017
24.9651,-1.483073
25.1175,-2.08523
25.2699,-2.461632
25.4223,-2.308494999999999
25.5747,-1.2867319999999998
25.7271,-1.186147
25.8795,-0.5417179999999995
26.0319,0.15584499999999935
26.1843,1.1921930000000005
26.3367,2.4485970000000004
26.4891,2.971216
26.6415,3.678849999999999
26.7939,2.6309379999999996
26.9463,1.6912260000000003
27.0987,1.036859999999999
27.2511,0.2279169999999997
27.4035,0.5857019999999995
27.5559,0.3826830000000001
27.7083,1.1606799999999993
27.8607,-0.03910999999999909
28.0131,-0.40025599999999883
28.1655,-0.6450720000000008
28.3179,-1.9962459999999993
28.4703,-1.6540499999999998
28.6227,-0.9684439999999999
28.7751,-2.1737960000000003
28.9275,-3.5026529999999996
29.0799,-3.961978
29.2323,-2.314357
29.3847,-1.9201519999999999
29.5371,-0.44800900000000077
29.6895,0.8048470000000005
29.8419,-0.05522000000000027
29.9943,1.801092999999999
30.1467,2.2801160000000005
30.2991,2.434946
30.4515,1.1633769999999997
30.6039,1.517926000000001
30.7563,0.7243170000000001
30.9087,0.2219540000000002
31.0611,0.07928000000000068
31.2135,0.6900480000000009
31.3659,-0.30394700000000086
31.5183,-0.21462999999999965
31.6707,-0.7583739999999999
31.8231,-1.6908700000000003
31.9755,-0.5261939999999994
32.1279,-1.14419
32.2803,-0.501703
32.4327,-1.3744250000000005
32.5851,-1.187894
32.7375,-0.7351580000000002
32.8899,0.030547999999999575
33.0423,2.675549
33.1947,2.9738740000000004
33.3471,1.976744
33.4995,0.9398449999999992
33.6519,-0.8263909999999992
33.8043,1.3355519999999999
33.9567,0.7896549999999998
34.1091,1.279389
34.2615,-0.7679140000000011
34.4139,-1.8882980000000007
34.5663,-0.46555500000000016
34.7187,-0.1968829999999997
34.8711,-0.05775600000000036
35.0235,-2.2150929999999995
35.1759,-1.5938049999999997
35.3283,-1.9498790000000001
35.4807,-1.2833379999999996
35.6331,-0.6256640000000004
35.7855,-1.1252080000000007
35.9379,-0.9028130000000001
36.0903,-0.7056890000000005
36.2427,1.076555
36.3951,1.6798559999999991
36.5475,2.020360000000001
36.6999,1.5642470000000008
36.8523,1.4667890000000003
37.0047,1.229292000000001
37.1571,1.5755689999999998
37.3095,1.553661
37.4619,0.7561030000000004
37.6143,-0.45215999999999923
37.7667,-0.005777000000000143
37.9191,-0.7064390000000014
38.0715,-1.5521669999999999
38.2239,-1.2580630000000008
38.3763,-0.9286039999999991
38.5287,-1.0618599999999994
38.6811,-1.7457030000000007
38.8335,-1.3108940000000002
38.9859,-1.7062980000000003
