depth,delta_GR
76.3239,26.235988999999996
76.4763,23.951179
76.6287,23.877405
76.7811,24.430722
76.9335,27.176831
77.0859,29.588856
77.2383,29.150150000000004
77.3907,26.863671000000004
77.5431,27.388603
77.6955,26.221294
77.8479,27.081101
78.0003,27.024502
78.1527,26.497715999999997
78.3051,27.767353
78.4575,27.183186999999997
78.6099,26.585124
78.7623,27.287543
78.9147,27.003851
79.0671,26.753074999999995
79.2195,24.03797
79.3719,24.499691
79.5243,25.299396
79.6767,26.7481
79.8291,27.700131
79.9815,29.672317
80.1339,32.788969
80.2863,32.940825
80.4387,32.820567000000004
80.5911,34.320703
80.7435,33.301405
80.8959,33.327531
81.0483,31.570580999999997
81.2007,32.633921
81.3531,31.58694
81.5055,32.674904000000005
81.6579,29.527155
81.8103,27.421495
81.9627,25.00011
82.1151,23.858656
82.2675,23.161756
82.4199,22.022199999999998
82.5723,26.545720000000003
82.7247,31.956866
82.8771,33.178456999999995
83.0295,30.796958999999998
83.1819,29.299865000000004
83.3343,34.527461
83.4867,41.228886
83.6391,46.618609
83.7915,47.397799
83.9439,45.937497
84.0963,49.271305
84.2487,48.865534999999994
84.4011,50.958061
84.5535,52.238637000000004
84.7059,53.176042
84.8583,52.754762
85.0107,53.675719
85.1631,54.300487000000004
85.3155,53.415613
85.4679,51.241732
85.6203,49.928715
85.7727,47.132059999999996
85.9251,47.03687000000001
86.0775,48.768135
86.2299,46.772662
86.3823,47.813922
86.5347,48.403726
86.6871,51.855076
86.8395,55.9306
86.9919,60.098732999999996
87.1443,63.903703
87.2967,64.306438
87.4491,63.89825
87.6015,64.611048
87.7539,65.441668
87.9063,65.530822
88.0587,68.020357
88.2111,68.48403900000001
88.3635,66.659915
88.5159,60.145527
88.6683,56.167127
88.8207,51.968892999999994
88.9731,50.068881999999995
89.1255,52.371399000000004
89.2779,50.558857
89.4303,47.475973
89.5827,45.109313
89.7351,44.350122999999996
89.8875,46.56057800000001
90.0399,46.716036
90.1923,48.798128
90.3447,47.625178
90.4971,47.613231
90.6495,47.712439
90.8019,47.779806
90.9543,53.026134
91.1067,53.904412
91.2591,55.342442
91.4115,54.291551999999996
91.5639,52.082389
91.7163,49.513405999999996
91.8687,49.87632
92.0211,52.273837
92.1735,52.738538000000005
92.3259,47.360397
92.4783,45.452397999999995
92.6307,44.830629
92.7831,49.117326999999996
92.9355,48.348667
93.0879,45.786629000000005
93.2403,42.534408
93.3927,42.094877000000004
93.5451,40.968919
93.6975,40.888193
93.8499,41.734352
94.0023,44.148685
94.1547,46.761131
94.3071,51.362998
94.4595,54.035426
94.6119,54.708857
94.7643,56.260745
94.9167,59.627932
95.0691,61.283356999999995
95.2215,61.116839999999996
95.3739,61.114734
95.5263,59.585203
95.6787,55.060338
95.8311,51.815515000000005
95.9835,45.862987000000004
96.1359,41.673147
96.2883,38.63262400000001
96.4407,40.110793
96.5931,38.41664
96.7455,40.079104
96.8979,35.271035000000005
97.0503,33.052617999999995
97.2027,34.425322
97.3551,35.79875
97.5075,38.73609
97.6599,39.926196
97.8123,44.899248
97.9647,47.303449
98.1171,50.133399
98.2695,50.472789000000006
98.4219,45.762121
98.5743,48.105906
98.7267,44.458470000000005
98.8791,46.065338
99.0315,45.120284000000005
99.1839,51.811494
99.3363,52.935935
99.4887,50.94133
99.6411,48.915564
99.7935,49.678681999999995
99.9459,47.514106
100.0983,45.283533000000006
100.2507,41.943954000000005
