depth,delta_GR
1.2192,0.13829999999999998
1.3716,-0.007999999999999997
1.524,-0.2599
1.6764,-0.2608
1.8288,-0.2998
1.9812,-0.639
2.1336,-0.3129
2.286,-0.374
2.4384,-0.34809999999999997
2.5908,-0.0463
2.7432,0.01759999999999999
2.8956,0.1583
3.048,0.189
3.2004,0.3955
3.3528,0.14020000000000002
3.5052,0.3691
3.6576,0.3484
3.81,0.3621
3.9624,0.5670999999999999
4.1148,-0.11399999999999999
4.2672,-0.11860000000000001
4.4196,-0.166
4.572,-0.20420000000000002
4.7244,-0.2366
4.8768,-0.2865
5.0292,-0.33849999999999997
5.1816,-0.48069999999999996
5.334,-0.12680000000000002
5.4864,-0.5356000000000001
5.6388,-0.2633
5.7912,0.07680000000000001
5.9436,0.0346
6.096,0.0338
6.2484,-0.1315
6.4008,-0.12369999999999999
6.5532,-0.10009999999999997
6.7056,0.5011
6.858,0.31520000000000004
7.0104,0.2412
7.1628,0.1494
7.3152,0.056600000000000004
7.4676,0.1188
7.62,0.128
7.7724,0.5728
7.9248,0.38780000000000003
8.0772,0.2555
8.2296,0.014300000000000007
8.382,0.1112
8.5344,0.10119999999999998
8.6868,-0.003899999999999999
8.8392,-0.0334
8.9916,-0.3821
9.144,-0.3369
9.2964,-0.386
9.4488,-0.8030999999999999
9.6012,-0.7416999999999999
9.7536,-0.4728
9.906,-0.3006
10.0584,-0.1609
10.2108,-0.12629999999999997
10.3632,-0.1989
10.5156,-0.07430000000000003
10.668,0.5938
10.8204,0.48839999999999995
10.9728,0.43379999999999996
11.1252,0.3797
11.2776,0.2989
11.43,0.4181
11.5824,0.5736
11.7348,0.47450000000000003
11.8872,0.1752
12.0396,0.1079
12.192,0.03879999999999999
12.3444,-0.019000000000000003
12.4968,-0.0496
12.6492,-0.2647
12.8016,-0.1854
12.954,-0.0629
13.1064,0.0126
13.2588,-0.1286
13.4112,-0.13849999999999998
13.5636,0.020599999999999993
13.716,0.163
13.8684,0.24119999999999997
14.0208,0.1022
14.1732,0.2889
14.3256,0.45289999999999997
14.478,0.5206
14.6304,0.2523
14.7828,0.0927
14.9352,0.057599999999999985
15.0876,0.03160000000000002
15.24,-0.1502
15.3924,-0.4223
15.5448,-0.699
15.6972,-0.6475
15.8496,-0.8066
16.002,-0.8904000000000001
16.1544,-0.871
16.3068,-0.6890000000000001
16.4592,-0.6633
16.6116,-0.2778
16.764,-0.2387
