well,dt,cutoff_init,cutoff,cutoff_ci_95_l,cutoff_ci_95_r,alpha,alpha_ci_lower,alpha_ci_upper,gamma,gamma_std,k_gtlf,c_gtlf
355-U1456C,3,8.763803183023876,12.178034839743596,10.85433540064103,13.766474166666672,0.6550753768844217,0.6410050251256278,0.6691457286432158,0.5286041681849802,0.0984935055052994,5.539799504355162,1.1748727949650055
355-U1456C,8,12.888039687811359,18.298331348423837,16.741026552813295,20.634288541839645,0.6380904522613062,0.623015075376884,0.6531658291457283,0.28087381081184687,0.11702129481148092,9.258619225927974,1.1731014998087328
355-U1456C,10,13.547094516450644,18.824816755151208,17.187876167746754,21.280227636257887,0.6750753768844218,0.6589949748743715,0.691155778894472,0.2514960808381615,0.10530276440455189,10.634896345319776,1.1612077740374813
355-U1456C,20,15.525350350116707,27.41194671192481,24.366174855044274,31.066872940181447,0.6580904522613062,0.6410050251256278,0.6751758793969845,0.13979423819894785,0.12338606342452298,9.990102931647732,1.1511464443279908
355-U1456C,50,18.003890771303467,29.3813495226133,26.255674041484223,31.88188990751656,0.6821105527638187,0.6670351758793966,0.6971859296482409,0.06345776081156063,0.10645294237009385,16.424359223796916,1.1354422796392323
355-U1456C,100,23.632164302843442,46.36171121911995,37.089368975295955,51.92511656541434,0.7820100502512561,0.7609045226130652,0.8031155778894471,0.04625700912380456,0.09512170012436345,6.434949656528197,1.114400483652477
355-U1456C,250,32.22388764897074,66.26036897819608,60.621188639626205,70.48975423212349,0.740904522613065,0.7248241206030148,0.7569849246231154,0.021139601952067016,0.1241110187563249,6.119796400106018,1.1114121657148484
355-U1456C,500,65.88619186184995,39.531715117109975,39.531715117109975,39.531715117109975,1.3376884422110553,1.2753768844221107,1.4000000000000001,0.09308620248673057,0.05358430340672118,9.338962995037228,1.8695939678734699
355-U1456C,1000,,,,,,,,,,,
356-U1459C,1,1.0855637389202255,1.6724466352739724,1.4428951363147997,1.901998134233145,1.1236180904522612,1.0592964824120603,1.1879396984924624,0.4029760910836747,0.07285187949922613,1.3957893763753513,1.0792671168384957
356-U1459C,3,1.590362822580645,1.9614474811827955,1.6754030568436378,2.2883553947132613,0.9502512562814069,0.9070351758793969,0.993467336683417,0.2856169507001021,0.10262240927578244,3.2455254387537966,1.169651626124348
356-U1459C,8,2.8418140202020195,3.7772444685185183,3.1763192121632997,4.5498626552609425,1.0083417085427135,0.9570854271356783,1.0595979899497487,0.16248381550206253,0.08645505642534276,4.4285380516771395,1.1358011019162253
356-U1459C,10,3.426790739991913,4.226375245990027,3.521979371658355,5.106870088904616,1.1165829145728643,1.0492462311557789,1.1839195979899497,0.14918806984522193,0.06633825781359708,4.741023782917113,1.1157814853353498
356-U1459C,20,3.7347571254567593,4.606200454730003,3.8385003789416694,5.277938021044795,1.0824120603015075,1.0231155778894472,1.1417085427135678,0.08677785256735152,0.08063815840937381,5.835727370856469,1.1271784584880358
356-U1459C,50,4.425087176325525,5.002806891012469,4.206905794715031,6.0261083005377465,0.9551758793969849,0.9189949748743718,0.9913567839195979,0.03569482542279684,0.0937936194280124,8.868157442861541,1.1321258995442354
356-U1459C,100,6.975352203105329,9.2714056366275,7.796409285345852,12.432112103659602,0.9461306532663316,0.9109547738693466,0.9813065326633166,0.01737101971461384,0.08607498177973388,6.187881003426611,1.0990564320933087
356-U1459C,250,13.101888222122705,15.540295196795544,11.655221397596657,16.09530573953824,1.307638190954774,1.2352763819095478,1.3800000000000001,0.012095348773170917,0.04475643340056034,2.1391900982976866,1.0569466244040344
356-U1459C,500,9.12739172970247,18.768199244200705,17.170905691502774,20.365492796898636,0.9740703517587939,0.938894472361809,1.0092462311557788,0.0057875029469718385,0.08047919520005593,2.7052211912285173,1.100871759892374
356-U1459C,1000,12.488999595414699,17.35450568779501,13.959058922791638,19.618136864463924,1.1366834170854272,1.0773869346733669,1.1959798994974875,0.005157503131791288,0.05814842351895889,2.601212343486439,1.1502593442484623
356-U1461D,1,1.4486554429602336,2.728301084241773,2.5577822664766625,2.898819902006884,1.0291457286432162,0.9889447236180905,1.0693467336683418,0.5078165136384416,0.07355268024824822,0.9320584645358295,1.0939868370981651
356-U1461D,3,3.304741499001688,5.163658592190138,4.819414686044128,5.622650467051484,0.9651256281407035,0.9229145728643215,1.0073366834170854,0.3683254499082813,0.06946017967108169,2.6965491103914165,1.1158270035953577
356-U1461D,8,5.9087855825391955,8.746233659154372,7.853760836791681,9.460211917044525,0.9322613065326633,0.8930653266331657,0.9714572864321607,0.22307122860639506,0.07576123520670397,3.141632931092918,1.1299224367396068
356-U1461D,10,6.740199338868389,9.773289041359163,8.958848287912566,10.180509418082462,0.9170854271356783,0.878894472361809,0.9552763819095477,0.19373741276648168,0.08194197439699619,3.3020205763464103,1.132441170073428
356-U1461D,20,8.514700785340317,13.117960897414925,12.34631613874346,13.889605656086392,0.8951758793969848,0.8650251256281406,0.925326633165829,0.10377051952830108,0.07993462636443419,2.5643846452703345,1.1222099018370524
356-U1461D,50,9.968652289603959,13.852273077428835,12.948863963683475,14.755682191174195,1.0044221105527638,0.96321608040201,1.0456281407035175,0.051065963180112875,0.06464060652031059,2.233476717089374,1.113002422730848
356-U1461D,100,9.293776566884938,14.037475022899127,13.475976021983161,14.598974023815092,0.9689447236180905,0.9307537688442211,1.0071356783919598,0.02765240345748353,0.09288233329008942,2.894288550638479,1.1264603621244107
356-U1461D,250,9.737524457215837,13.010414622002273,12.259813778425219,13.761015465579327,1.0341708542713568,0.9909547738693467,1.0773869346733669,0.012916235016439986,0.06251240045573975,4.090749785336866,1.1308797310072958
356-U1461D,500,12.627788892583968,7.576673335550382,7.576673335550382,7.576673335550382,1.3939698492462314,1.3879396984924626,1.4000000000000001,0.01398117813686805,0.060041907801999896,3.940260075546732,1.4592870945031982
356-U1461D,1000,10.411575716358358,8.502786835025994,8.329260573086687,8.849839358904605,1.3409045226130654,1.3218090452261309,1.36,0.008654409872025993,0.08231794133402079,4.069272956213909,1.563776155333555
356-U1462A,1,1.2603000390777659,1.713220365621338,1.5990056745799155,1.865506620343235,0.7860301507537686,0.766934673366834,0.8051256281407033,0.4969282751435699,0.0934722080983483,0.8295749806093176,1.235174912267984
356-U1462A,3,2.6758186864738067,3.9607691182075833,3.7182730497458945,4.203265186669272,0.7110552763819092,0.6909547738693465,0.731155778894472,0.3185978631782829,0.10815433003762291,1.9408754567242388,1.2367817624230528
356-U1462A,8,4.752839072588536,7.921398454314227,7.261281916454708,8.416485857708867,0.7601005025125626,0.7389949748743716,0.7812060301507535,0.17562731661868075,0.09361545139984806,2.0324317728335415,1.1832345650233658
356-U1462A,10,5.584917831278137,9.11427562743307,8.338592595311106,9.50211714349405,0.8110552763819094,0.7849246231155778,0.837185929648241,0.15987596467660634,0.08385390931819613,1.922192477617469,1.1643498510065222
356-U1462A,20,5.849837144538146,8.128836198764464,7.598694707540695,8.835691520396157,0.7710552763819094,0.7509547738693465,0.7911557788944722,0.08848057649985971,0.10358678826035536,3.916148983668806,1.189948951590296
356-U1462A,50,6.366338626948119,8.506135776561237,7.85181763990268,8.996874379055154,0.8540703517587938,0.826934673366834,0.8812060301507536,0.040519526631964876,0.08956596326332719,4.34773949000131,1.1675978469611934
356-U1462A,100,6.798591153616258,9.241834849447102,8.625712526150629,10.063331280509066,0.9130653266331658,0.8829145728643215,0.94321608040201,0.02259886297617076,0.08969826285662763,4.586178746370814,1.15167505628403
356-U1462A,250,8.60599316081331,11.056310657989322,10.614058231669748,11.71968929746868,1.1965829145728644,1.1212060301507538,1.271959798994975,0.013019704554028514,0.03371976392162642,2.5166862300847903,1.1230775304449614
356-U1462A,500,9.18043048278848,11.086644867756366,10.143100623691994,11.558416989788551,1.1956783919597989,1.131356783919598,1.26,0.008483047463100793,0.07971106894233024,2.179346694323952,1.183145965509422
356-U1462A,1000,8.325469312940035,8.993241330748766,8.28788906951357,9.522255526675165,1.194673366834171,1.1293467336683418,1.26,0.005193333669049491,0.08659314398356016,3.42326603572829,1.2862527848500618
356-U1463B,1,1.7865858148539253,2.111645178389848,1.8362131985998678,2.3411718282148315,0.6849246231155776,0.6728643216080399,0.6969849246231152,0.5658201468789688,0.09930592499473519,1.3572860859721152,1.2568321574365349
356-U1463B,3,4.200500880591759,5.963836146090175,5.202495361482919,6.725176930697431,0.6240201005025121,0.60894472361809,0.6390954773869343,0.3432555196414151,0.10737152699568688,3.007376535238777,1.2280850062733393
356-U1463B,8,8.14151637261821,11.559257099873562,10.329548897759354,12.788965301987771,0.5960804020100499,0.583015075376884,0.6091457286432157,0.17849047080631616,0.12228536898856648,3.786065408037629,1.2108579463483988
356-U1463B,10,8.634106073446333,11.476165989289084,10.432878172080985,13.041097715101232,0.6060301507537684,0.5929648241206027,0.6190954773869343,0.1505700305306875,0.11406084166307158,5.364795264296464,1.2019409863975
356-U1463B,20,8.782193905031894,11.93829483965273,10.346522194365699,14.060658366702103,0.5930653266331655,0.5810050251256278,0.6051256281407031,0.08423090866396396,0.12067353773794887,7.348425811102248,1.2092117159314473
356-U1463B,50,10.616005193409741,13.911390138864014,12.274756004880011,15.548024272848014,0.590050251256281,0.5769849246231151,0.6031155778894468,0.03649049550707478,0.13129104478077164,8.618167490549355,1.2010788001574344
356-U1463B,100,11.911673960612694,14.078936861779725,12.548617637673233,16.221383775528814,0.5871356783919593,0.5750753768844217,0.599195979899497,0.020504687855245687,0.14122141156780668,13.007060940457588,1.198735659654738
356-U1463B,250,20.085375964506174,36.26526215813615,29.98858216922797,36.96267104579262,0.6270351758793966,0.6129648241206027,0.6411055276381906,0.010499587868615204,0.1498205976379158,1.823884445820443,1.1532633134895849
356-U1463B,500,35.414133347566185,33.75409584689902,32.25391380925907,36.00436890335896,1.2853266331658293,1.1848241206030152,1.3858291457286434,0.03287465022277351,0.04793958546868027,2.7805952334348953,1.2652911884859672
356-U1463B,1000,33.04511813246471,35.695611982672816,32.895956140894555,36.39552594311738,1.2285427135678393,1.14713567839196,1.3099497487437186,0.011211645734435737,0.030259464348522686,3.1433437741524903,1.1455326257809153
356-U1464C,1,1.1841977147520923,1.6455414077909285,1.3593602933925062,1.895949882889548,0.94,0.9088442211055276,0.9711557788944724,0.5018283293148557,0.09829495672329426,1.2806742106363818,1.158102878644597
356-U1464C,3,2.2258809552969994,3.160287231322719,2.689606154317208,3.49648800061237,0.9821105527638191,0.9368844221105528,1.0273366834170854,0.2998026616425102,0.07645458882818043,3.1665098537112732,1.1235480150523052
356-U1464C,8,4.58014196975889,6.001894372871546,5.178104949144079,7.061052203378289,1.105427135678392,1.0390954773869348,1.1717587939698493,0.18586608146144679,0.054672173861748184,5.156464460904292,1.0846739089306354
356-U1464C,10,3.9735992845461983,6.00179058603332,5.041504092267989,6.962077079798652,0.9130653266331659,0.8728643216080402,0.9532663316582914,0.1508989422503356,0.09893700817495674,5.769719754707446,1.1287246267585123
356-U1464C,20,5.523650184350677,14.873578881819268,11.70898763036836,16.455874507544724,0.955075376884422,0.918894472361809,0.9912562814070351,0.07927406260071362,0.07094337617729558,2.3832110554845873,1.0718160574038702
356-U1464C,50,7.012591034624898,12.418129957148258,11.200666235859213,13.635593678437303,0.9901507537688442,0.9509547738693467,1.0293467336683417,0.0339752793494945,0.07544937134682608,3.710439787279286,1.0766069576476143
356-U1464C,100,10.72995853810912,15.558439880258225,14.26190322357004,16.85497653694641,0.9941708542713568,0.9549748743718594,1.0333668341708542,0.018208513409298556,0.0596955453894991,4.930992360803192,1.0635558969685717
356-U1464C,250,18.42422407566638,22.72320969332187,21.30300908748925,23.67001009721028,0.9560804020100502,0.9209045226130653,0.9912562814070351,0.008780195925085206,0.05550084771791051,3.9290070621142803,1.0642504553870504
356-U1464C,500,20.801052975920037,27.258046503861877,25.120160503558985,27.7925180039376,0.7370854271356782,0.7210050251256279,0.7531658291457284,0.004945150730779765,0.03867972948066377,2.4425858301355543,1.1249648167611956
356-U1464C,1000,25.14178980010251,31.654211741379065,29.716198777621166,33.59222470513697,0.6189949748743715,0.60894472361809,0.629045226130653,0.0029185815114531883,0.05830295794308778,4.496749730629091,1.1761784918504468
359-U1466B,1,0.6767371886120996,1.042598231205516,0.9403827183422302,1.1243706414961447,1.11356783919598,1.04321608040201,1.1839195979899497,0.24233300237648422,0.0661074756034184,0.2358216400861433,1.1080261325526757
359-U1466B,3,1.5856867319679429,2.077910321682992,1.955680302760463,2.281627019887207,1.0291457286432162,0.9748743718592965,1.0834170854271357,0.21011202175745133,0.08358351173274436,0.5458798783601931,1.1728066900539846
359-U1466B,8,2.871483712628291,3.9901659090063957,3.5564522232448312,4.163651383311022,1.1025125628140704,1.0391959798994974,1.1658291457286432,0.13565193510544682,0.07244146886868065,0.3955950285517993,1.1504739788401261
359-U1466B,10,3.2635890576150066,4.108949278788893,3.9412370633281224,4.276661494249664,1.072361809045226,1.0050251256281406,1.1396984924623115,0.12407764363834649,0.08803392981979691,0.7154855193324711,1.1695779690276993
359-U1466B,20,2.8818529834006283,3.480237734815064,3.2580949006779325,3.77642818033124,0.9722613065326633,0.9290452261306532,1.0154773869346734,0.06748112315965117,0.11785072722556171,1.4560852770549833,1.2292305863649773
359-U1466B,50,3.1835456116416556,4.00817235687939,3.762774049315346,4.253570664443434,1.1246231155778894,1.065326633165829,1.1839195979899497,0.027448138375494265,0.09576302629910972,0.8577372051010331,1.174855981103567
359-U1466B,100,3.0511182410423454,3.684649042480999,3.3710618899294245,3.9982361950325735,1.3295477386934675,1.239095477386935,1.4200000000000002,0.01365913198806376,0.05971977725564771,1.0685866091760612,1.127987720473385
359-U1466B,250,3.829375387693847,4.427715292021011,4.230927945708967,4.624502638333056,1.226532663316583,1.1431155778894473,1.3099497487437186,0.0056591604800323506,0.06461733299913472,0.33168755555381235,1.1522253412253152
359-U1466B,500,3.2281740423098912,4.147306929356457,3.7325762364208117,4.479091483704973,1.1133668341708542,1.055075376884422,1.1716582914572864,0.0028303178784229214,0.08638713926887333,0.7778160905612929,1.1815899717494385
359-U1466B,1000,3.7938504403522817,4.7765630891379764,4.679082209767814,4.971524847878302,1.4144723618090453,1.3089447236180907,1.5200000000000002,0.001808834555846957,0.04869766752539841,0.3215845830800128,1.1459720689939368
359-U1467C,1,0.5673708680403332,0.728913962412928,0.6414442869233767,0.8018053586542209,0.8001005025125627,0.7749748743718592,0.8252261306532662,0.3102778451569257,0.12493820333641593,0.40051072594346937,1.313960001965889
359-U1467C,3,1.2843142105263154,1.682986746710526,1.5509877861842103,1.8149857072368418,0.8990954773869346,0.8649246231155778,0.9332663316582914,0.16302105414670462,0.08646835738711495,0.6489729449601592,1.1968385721584769
359-U1467C,8,1.8411702085620196,2.6696968024149283,2.4472220688803508,2.8365528525658616,0.866934673366834,0.8367839195979898,0.8970854271356783,0.0951759036513562,0.1013546489906209,1.1590721749469892,1.200945838028747
359-U1467C,10,2.101542323742587,2.793300005307856,2.6663318232484077,3.0472363694267517,0.8270351758793968,0.8009045226130652,0.8531658291457285,0.08350614057833959,0.10707202489737914,1.4829581865397004,1.2174731432585668
359-U1467C,20,2.227903059652212,3.028555721714726,2.8266520069337444,3.2304594364957078,0.922110552763819,0.8889447236180904,0.9552763819095477,0.04473302103711975,0.08053995553015669,1.8792167737486607,1.1698618178334976
359-U1467C,50,2.1031554176822516,2.5398522717704415,2.3236946316197655,2.7560099119211174,0.9260301507537687,0.8908542713567839,0.9612060301507537,0.018862294724207775,0.09838068283098929,3.2017072309400785,1.1678909025921267
359-U1467C,100,2.586267600268877,2.8484863986294715,2.5745934756843303,3.0676007369855847,1.092462311557789,1.0412060301507537,1.1437185929648241,0.010445776482884183,0.0636198234369911,5.124738830687761,1.1039740673162546
359-U1467C,250,2.321844516577788,2.4588978387368936,2.262186011637942,2.704787622610583,0.970251256281407,0.9330653266331658,1.0074371859296483,0.004072930910711894,0.08334289130503286,4.7423060253589195,1.1444589341141431
359-U1467C,500,2.886184297317253,2.9954183557921072,2.7508944083805065,3.3010732900566078,1.0242211055276382,0.9810050251256281,1.0674371859296483,0.002303593563775677,0.07616232140425924,5.296445707143008,1.1255351691219895
359-U1467C,1000,2.9007565815324168,2.703343980844794,2.3347061652750494,3.071981796414539,1.2935678391959802,1.20713567839196,1.3800000000000001,0.0014864759275015676,0.07959195840221955,5.604470410933703,1.1259080105601715
359-U1468B,1,0.3960273818597561,0.5503130493759528,0.49049641357421886,0.6220930123380336,0.9398994974874372,0.8926633165829145,0.9871356783919598,0.2035524838203496,0.09674368373022253,0.5398197592094488,1.178817388988936
359-U1468B,3,0.7683163171940528,1.0676395491009028,0.9748013274399546,1.1836873261770877,0.9851256281407035,0.9409045226130653,1.0293467336683417,0.12462726172556603,0.08498211127124558,1.0997225232995085,1.1520644608212567
359-U1468B,8,1.3323590154550657,1.8916722271513067,1.730678846117153,2.0526656081854604,1.02321608040201,0.972964824120603,1.073467336683417,0.07256564699909762,0.08284166535244003,1.7185305544323717,1.1274141469111099
359-U1468B,10,1.5251309982821148,2.1192966163628557,1.9350099540704333,2.303583278655278,0.9991959798994975,0.9549748743718594,1.0434170854271356,0.06578299321787323,0.08519781110541046,1.8338336455149795,1.1376018543436253
359-U1468B,20,1.6459027921208644,2.2871190882179513,2.137959147681998,2.585438969289858,1.085427135678392,1.0291457286432162,1.1417085427135678,0.03607889334606584,0.08725754142245297,2.0445424322851857,1.1166470811630753
359-U1468B,50,1.6939050201961916,2.6467265940565494,2.4114620079181894,2.8819911801949094,0.9571859296482412,0.9230150753768844,0.9913567839195979,0.014440744279040435,0.09420109912944125,1.4008171197865182,1.1517495024362008
359-U1468B,100,1.7695700330161197,2.5658765478733736,2.352053502217259,2.7262438321154594,1.0542713567839197,1.0050251256281406,1.1035175879396986,0.0073279556902033785,0.07470629017525074,1.769192963653901,1.1205223741560668
359-U1468B,250,1.6267646329265852,2.260525021170901,2.113099476311929,2.407950566029873,0.9411055276381909,0.9069346733668341,0.9752763819095477,0.0030246645949374698,0.09960169507062024,1.686650169797885,1.1760247413117042
359-U1468B,500,1.5967357970098968,2.2670321784630096,2.0740932696576473,2.4599710872683724,0.9762814070351757,0.9411055276381909,1.0114572864321607,0.0014977965206127743,0.09237327554936496,1.9592134052771646,1.1545229162955073
359-U1468B,1000,1.7783468580842552,2.4711611548795798,2.3637193655369892,2.6323238388934653,0.9941708542713568,0.9549748743718594,1.0333668341708542,0.0008836619193489976,0.11495761069329094,1.4709831337121775,1.1833320898946784
359-U1471E,1,0.5658590021691974,0.7692145810737527,0.7350272663593637,0.8034018957881417,0.8570854271356783,0.826934673366834,0.8872361809045225,0.27418425071212243,0.10137458872225846,0.28197558150034824,1.263707509217904
359-U1471E,3,1.2697348729076257,1.6876892685730522,1.61097612000155,1.8027589914303057,0.9370854271356783,0.898894472361809,0.9752763819095477,0.1601705076805054,0.08212315541322432,0.5454752435276633,1.1852568011143307
359-U1471E,8,2.0441700015511093,2.8405445646553957,2.6552916582648267,2.9640465022491087,0.8661306532663315,0.8329648241206029,0.8992964824120602,0.1019626091918384,0.10525239453899715,0.9183044643114662,1.2151950490964158
359-U1471E,10,2.384043196276183,3.1687907483837603,3.0247548052754074,3.384844663046289,0.8510552763819095,0.8229145728643215,0.8791959798994974,0.08871864832184806,0.10838315355844506,1.082956107789844,1.2141986366241548
359-U1471E,20,2.4723458896658896,3.435530642514893,3.286159745014245,3.659586988765864,0.8970854271356783,0.866934673366834,0.9272361809045225,0.04532117749631318,0.09171957115047452,1.1795676523454088,1.1837282812685492
359-U1471E,50,2.517694254488681,3.498545974466563,3.270379932653526,3.7267120162796,0.9601005025125628,0.9269346733668341,0.9932663316582915,0.019281418471120266,0.09441465993214218,0.9610883173450105,1.1761894128955515
359-U1471E,100,2.659819386309992,3.4171290726899204,3.2804439097823233,3.553814235597517,0.9830150753768844,0.9468341708542714,1.0191959798994974,0.009891390064978956,0.09095631269960905,1.0784274326365293,1.1729598107639148
359-U1471E,250,2.487955825946817,3.6075359476228845,3.4572219498052643,3.6826929465316947,0.9901507537688442,0.9509547738693467,1.0293467336683417,0.0041592872413204,0.08276623671987858,0.9114756286676426,1.177008279820338
359-U1471E,500,2.826350898404702,3.7036973231178285,3.6310758069782634,3.776318839257394,0.9970854271356784,0.9568844221105528,1.037286432160804,0.0022417844077084977,0.10619392012611659,0.7165851794251381,1.1916799259994983
359-U1471E,1000,2.8686826764436297,4.3329061258784,3.7262992682554237,4.506222370913536,1.1204020100502512,1.0651256281407036,1.175678391959799,0.0011837197632974293,0.08849282910879529,0.5590480829939521,1.14184626648015
367-U1499B,1,2.4022834696712465,3.338173071397336,3.0478971521453935,3.628448990649278,1.00321608040201,0.9831155778894473,1.023316582914573,0.7964942538996849,0.06042179830708317,2.0300332165140063,1.1151191394502524
367-U1499B,3,5.121700617569864,7.581183934965393,6.962311777009035,8.045338053432662,0.8470351758793968,0.8188944723618089,0.8751758793969848,0.5798321215846006,0.10390361865166614,5.463768363528267,1.1504900935322255
367-U1499B,8,7.808081582200246,13.013469303667076,11.929013528361486,14.097925078972665,0.7840201005025125,0.7568844221105526,0.8111557788944722,0.31090964819998307,0.11599795796228309,8.663327887609244,1.1527477135532331
