well,dt,cutoff_init,cutoff,cutoff_ci_95_l,cutoff_ci_95_r,alpha,alpha_ci_lower,alpha_ci_upper,gamma,gamma_std,k_gtlf,c_gtlf,std,variance,skewness,excess_kurtosis,msd,msd_exp,r2,n_samples
356-U1461D,3,3.304741499001688,5.163658592190138,4.819414686044128,5.622650467051484,0.9651256281407036,0.9229145728643215,1.0073366834170854,0.3683254499082813,0.0694601796710816,2.6965491103914165,1.1158270035953577,2.2819637655800813,5.207358627420424,-0.0856955610777143,2.7762691010451066,5.206558848795418,1.4525211111878098,1.0,6511
356-U1461D,8,5.908785582539196,8.746233659154372,7.853760836791681,9.460211917044523,0.9322613065326631,0.8930653266331657,0.9714572864321608,0.223071228606395,0.0757612352067039,3.141632931092918,1.1299224367396068,3.650159476391139,13.323664203088033,-0.1426783457374179,1.7023979988104951,13.321616298968284,1.22383623768435,0.9866802782352696,6506
356-U1461D,10,6.740199338868389,9.773289041359163,8.958848287912566,10.180509418082462,0.9170854271356784,0.878894472361809,0.9552763819095476,0.1937374127664816,0.0819419743969961,3.3020205763464103,1.132441170073428,4.037937147623823,16.304936408160415,-0.1286986675605581,1.594915508757257,16.302429499118567,1.178567768695432,0.9879140054393024,6504
356-U1461D,20,8.514700785340317,13.117960897414925,12.34631613874346,13.889605656086392,0.8951758793969848,0.8650251256281406,0.925326633165829,0.103770519528301,0.0799346263644341,2.5643846452703345,1.1222099018370524,4.667578599819833,21.78628998549607,-0.0140098228627091,1.5709585921270817,21.782935151805667,1.0336556519729068,0.9609643195883107,6494
356-U1461D,50,9.96865228960396,13.852273077428835,12.948863963683475,14.755682191174197,1.0044221105527638,0.96321608040201,1.0456281407035175,0.0510659631801128,0.0646406065203105,2.233476717089374,1.113002422730848,4.954997344417576,24.55199868318523,-0.0517732470602274,1.2666412390015471,24.54820041606221,0.8158578287021219,0.883529292148894,6464
356-U1461D,100,9.293776566884938,14.037475022899129,13.47597602198316,14.598974023815092,0.9689447236180904,0.9307537688442212,1.0071356783919598,0.0276524034574835,0.0928823332900894,2.894288550638479,1.1264603621244107,5.322446736567703,28.328439263600192,0.0952569335939088,1.241415332339901,28.32402260640287,0.6775716939837932,0.8384216043247249,6414
356-U1461D,250,9.737524457215835,13.010414622002273,12.25981377842522,13.761015465579328,1.0341708542713568,0.9909547738693468,1.0773869346733669,0.0129162350164399,0.0625124004557397,4.090749785336866,1.1308797310072958,5.61577804688126,31.53696307183349,0.2569372048114367,1.1872651738995357,31.531928435327767,0.5583313223444407,0.7908583592547025,6264
356-U1461D,500,12.627788892583968,7.576673335550382,7.576673335550382,7.576673335550382,1.3939698492462314,1.3879396984924626,1.4,0.013981178136868,0.0600419078019998,3.940260075546732,1.4592870945031982,6.354244135374702,40.3764185319438,0.0673486852272258,0.7338992796644637,40.36970479424311,0.4937411379260831,0.784854204118529,6014
356-U1461D,1000,10.411575716358358,8.502786835025994,8.329260573086687,8.849839358904605,1.3409045226130654,1.3218090452261309,1.36,0.0086544098720259,0.0823179413340207,4.069272956213909,1.563776155333555,7.238094928217331,52.390018189885446,0.2692064400165918,0.3362553364844443,52.38051691709076,0.4555452987552694,0.7972052218184668,5514
356-U1462A,1,1.260300039077766,1.713220365621338,1.5990056745799155,1.865506620343235,0.7860301507537686,0.766934673366834,0.8051256281407033,0.4969282751435699,0.0934722080983483,0.8295749806093176,1.235174912267984,0.8657860344426884,0.749585457435996,-0.0846607308581513,1.8628560226735156,0.7494389968151606,,,5118
356-U1462A,3,2.6758186864738067,3.9607691182075833,3.7182730497458953,4.203265186669272,0.7110552763819092,0.6909547738693465,0.731155778894472,0.3185978631782829,0.1081543300376229,1.9408754567242388,1.2367817624230528,1.9706612075273349,3.883505594853093,-0.0716209068787087,1.9505604897595687,3.88274650462736,1.4973190622359138,1.0,5116
356-U1462A,8,4.752839072588536,7.921398454314227,7.261281916454708,8.416485857708867,0.7601005025125626,0.7389949748743716,0.7812060301507535,0.1756273166186807,0.093615451399848,2.032431772833541,1.1832345650233658,3.1894244816527317,10.172428524165792,-0.0330996046878089,1.0962080983761853,10.170438223143652,1.258988516557764,0.9863343442252036,5111
