depth,delta_GR
0.0762,-0.10379999999999998
0.1016,-0.1038
0.127,-0.0978
0.1524,-0.0871
0.1778,-0.07650000000000001
0.2032,-0.07189999999999999
0.2286,-0.0719
0.254,-0.07189999999999999
0.2794,-0.0148
0.3048,0.08510000000000001
0.3302,0.185
0.3556,0.2279
0.381,0.2279
0.4064,0.228
0.4318,0.22050000000000003
0.4572,0.20749999999999996
0.4826,0.1945
0.508,0.18899999999999995
0.5334,0.18900000000000006
0.5588,0.18899999999999995
0.5842,0.1613
0.6096,0.11280000000000001
0.635,0.06430000000000002
0.6604,0.043500000000000094
0.6858,0.04349999999999998
0.7112,0.04349999999999998
0.7366,0.06699999999999995
0.762,0.10829999999999995
0.7874,0.14960000000000007
0.8128,0.1674000000000001
0.8382,0.1674
0.8636,0.16749999999999998
0.889,0.1661999999999999
0.9144,0.16389999999999993
0.9398,0.16149999999999998
0.9652,0.1605000000000001
0.9906,0.1605000000000001
1.016,0.16060000000000008
1.0414,0.16369999999999996
1.0668,0.16910000000000003
1.0922,0.17449999999999988
1.1176,0.17679999999999985
1.143,0.17690000000000006
1.1684,0.17680000000000007
1.1938,0.14870000000000005
1.2192,0.09919999999999995
1.2446,0.049900000000000055
1.27,0.028699999999999948
1.2954,0.028799999999999937
1.3208,0.028699999999999948
1.3462,-0.0242
1.3716,-0.11709999999999998
1.397,-0.2098
1.4224,-0.2496999999999998
1.4478,-0.24970000000000003
1.4732,-0.24970000000000003
1.4986,-0.2501
1.524,-0.25059999999999993
1.5494,-0.2512000000000001
1.5748,-0.25140000000000007
1.6002,-0.25140000000000007
1.6256,-0.25129999999999986
1.651,-0.19740000000000002
1.6764,-0.1028
1.7018,-0.008299999999999974
1.7272,0.032399999999999984
1.7526,0.032399999999999984
1.778,0.032399999999999984
1.8034,0.05840000000000001
1.8288,0.10380000000000011
1.8542,0.1492
1.8796,0.16860000000000008
1.905,0.16859999999999986
1.9304,0.16859999999999986
1.9558,0.14189999999999992
1.9812,0.09520000000000017
2.0066,0.0484
2.032,0.02839999999999998
2.0574,0.028299999999999992
2.0828,0.02839999999999998
2.1082,0.05469999999999997
2.1336,0.10099999999999998
2.159,0.1473000000000002
2.1844,0.16720000000000002
2.2098,0.16720000000000002
2.2352,0.1671999999999998
2.2606,0.15710000000000002
2.286,0.13939999999999997
2.3114,0.12170000000000014
2.3368,0.11410000000000009
2.3622,0.11409999999999987
2.3876,0.11399999999999988
2.413,0.11729999999999996
2.4384,0.123
2.4638,0.12870000000000026
2.4892,0.13099999999999978
2.5146,0.13100000000000023
2.54,0.13099999999999978
2.5654,0.13590000000000035
2.5908,0.14419999999999966
2.6162,0.15260000000000007
2.6416,0.15619999999999967
2.667,0.15620000000000012
2.6924,0.15620000000000012
2.7178,0.14390000000000036
2.7432,0.12240000000000029
2.7686,0.10089999999999977
2.794,0.09159999999999968
2.8194,0.09169999999999989
2.8448,0.09169999999999989
2.8702,0.010299999999999976
2.8956,-0.13240000000000007
2.921,-0.2749999999999999
2.9464,-0.33619999999999983
2.9718,-0.33619999999999983
2.9972,-0.33630000000000004
3.0226,-0.35309999999999997
3.048,-0.38250000000000006
3.0734,-0.41179999999999994
3.0988,-0.4244000000000001
3.1242,-0.4244000000000001
3.1496,-0.4244999999999999
3.175,-0.2933999999999999
3.2004,-0.06349999999999989
3.2258,0.1662999999999999
3.2512,0.2649999999999999
3.2766,0.2648999999999999
3.302,0.2650000000000001
3.3274,0.2693000000000001
3.3528,0.27679999999999993
3.3782,0.2841999999999998
3.4036,0.2873999999999999
3.429,0.2874000000000001
3.4544,0.2874000000000003
3.4798,0.2320000000000002
3.5052,0.13490000000000002
3.5306,0.037799999999999834
