depth,delta_GR
152.4,21.2922
152.5524,18.4874
152.7048,15.001
152.8572,11.8345
153.0096,7.135200000000001
153.162,3.5737999999999985
153.3144,2.6783
153.4668,5.641699999999998
153.6192,9.917900000000001
153.7716,11.575299999999999
153.924,12.216999999999999
154.0764,11.9208
154.2288,8.6017
154.3812,2.7348
154.5336,-0.7173999999999996
154.686,0.4090000000000007
154.8384,4.409400000000001
154.9908,10.0988
155.1432,15.5062
155.2956,18.3045
155.448,19.7755
155.6004,19.6005
155.7528,17.825200000000002
155.9052,14.901200000000001
156.0576,12.3726
156.21,11.645799999999998
156.3624,11.018799999999999
156.5148,11.0249
156.6672,11.875300000000001
156.8196,12.841199999999999
156.972,12.6665
157.1244,11.098799999999999
157.2768,11.240000000000002
157.4292,12.653400000000001
157.5816,14.5773
157.734,14.2748
157.8864,12.633999999999999
158.0388,11.692699999999999
158.1912,11.205599999999999
158.3436,10.791199999999998
158.496,9.9016
158.6484,9.938199999999998
158.8008,11.232999999999999
158.9532,12.007700000000002
159.1056,11.7251
159.258,10.5408
159.4104,9.544599999999999
159.5628,9.5558
159.7152,10.1006
159.8676,11.1397
160.02,11.5214
160.1724,12.2033
160.3248,13.2774
160.4772,12.122699999999998
160.6296,8.9861
160.782,5.283500000000002
160.9344,3.194099999999999
161.0868,3.630600000000001
161.2392,3.941700000000001
161.3916,3.9527
161.544,4.8659
161.6964,6.5855
161.8488,7.401
162.0012,7.253500000000001
162.1536,7.255800000000001
162.306,6.505500000000001
162.4584,5.2255
162.6108,5.005800000000001
162.7632,6.757899999999999
162.9156,8.5211
163.068,10.8446
163.2204,12.9284
163.3728,13.6798
163.5252,14.520900000000001
163.6776,15.7115
163.83,15.0273
163.9824,10.0558
164.1348,3.302299999999999
164.2872,-1.144000000000002
164.4396,0.4740000000000002
164.592,6.9079
164.7444,11.889100000000001
164.8968,11.480599999999999
165.0492,10.215100000000001
165.2016,9.1128
165.354,9.5019
165.5064,9.1388
165.6588,9.6175
165.8112,9.7883
165.9636,8.562899999999999
166.116,6.686900000000001
166.2684,3.7489999999999988
166.4208,2.5382999999999996
166.5732,3.282700000000002
166.7256,7.328200000000001
166.878,12.036
167.0304,14.847700000000001
167.1828,15.008299999999998
167.3352,16.0208
167.4876,16.5259
167.64,17.1161
167.7924,17.063200000000002
167.9448,18.0587
168.0972,17.9799
168.2496,17.0714
168.402,14.512500000000001
168.5544,12.816099999999999
168.7068,14.7465
168.8592,16.728
169.0116,16.190599999999996
169.164,15.6191
169.3164,16.5039
169.4688,16.4219
169.6212,15.0642
169.7736,15.4104
169.926,15.5164
170.0784,14.3286
170.2308,11.867
170.3832,10.677100000000001
170.5356,9.6842
170.688,8.261299999999999
170.8404,8.288
170.9928,8.7517
171.1452,11.0503
171.2976,12.7592
171.45,11.7342
171.6024,10.3887
171.7548,11.6958
171.9072,13.9384
172.0596,13.466199999999999
172.212,10.8818
172.3644,10.329799999999999
172.5168,9.637000000000002
172.6692,9.730699999999999
172.8216,10.2375
172.974,11.580199999999998
173.1264,11.6013
173.2788,9.038299999999998
173.4312,5.644299999999999
173.5836,1.2962000000000007
173.736,-1.9048999999999996
173.8884,-1.2585000000000015
174.0408,2.0128999999999984
174.1932,7.078999999999997
174.3456,9.974599999999999
174.498,10.439500000000002
174.6504,8.918699999999998
174.8028,6.6768
174.9552,7.819100000000002
175.1076,6.561499999999999
175.26,5.8504000000000005
175.4124,6.8673
175.5648,6.9511
175.7172,8.6691
175.8696,9.112200000000001
176.022,8.6723
176.1744,6.249600000000001
176.3268,5.501999999999999
176.4792,6.461599999999997
176.6316,8.0826
176.784,7.010699999999998
176.9364,6.341200000000002
177.0888,4.9133
177.2412,5.3984999999999985
177.3936,4.691799999999997
177.546,4.550199999999997
177.6984,4.420499999999997
177.8508,4.012699999999999
178.0032,1.605599999999999
178.1556,1.3110999999999997
178.308,1.9649999999999999
178.4604,4.877299999999998
178.6128,7.1102000000000025
178.7652,7.138000000000002
178.9176,7.061600000000002
179.07,10.338000000000001
179.2224,13.128300000000001
179.3748,16.4976
179.5272,17.9031
179.6796,16.1323
179.832,15.105999999999998
179.9844,15.053
180.1368,16.6614
180.2892,18.444200000000002
180.4416,19.359300000000005
180.594,19.157000000000004
180.7464,18.301500000000004
180.8988,17.4816
181.0512,15.179699999999999
181.2036,15.187200000000002
181.356,16.343600000000002
181.5084,15.727200000000002
181.6608,14.8261
181.8132,14.7063
181.9656,13.7044
182.118,13.762
182.2704,15.0775
182.4228,16.238999999999997
182.5752,16.2305
182.7276,14.704399999999998
182.88,10.709900000000001
183.0324,7.858399999999998
183.1848,3.597800000000001
183.3372,0.7605000000000004
183.4896,0.33670000000000044
183.642,3.1445000000000007
183.7944,7.485899999999999
183.9468,9.3298
184.0992,9.909399999999998
184.2516,10.047799999999999
184.404,8.819500000000001
184.5564,8.140900000000002
184.7088,7.083400000000001
184.8612,6.4177
185.0136,6.229400000000002
185.166,8.656000000000002
185.3184,11.5899
185.4708,10.991000000000003
185.6232,9.596800000000002
185.7756,9.919999999999998
185.928,9.277199999999997
186.0804,11.616799999999998
186.2328,11.5868
186.3852,11.784199999999998
186.5376,13.231599999999997
186.69,12.7743
186.8424,11.318199999999997
186.9948,9.903099999999998
187.1472,11.1507
187.2996,11.823999999999998
187.452,12.005600000000001
187.6044,12.017399999999999
187.7568,9.928899999999999
187.9092,9.081499999999998
188.0616,7.988099999999999
188.214,7.0745000000000005
188.3664,8.0394
188.5188,9.191199999999998
188.6712,8.927500000000002
188.8236,9.057199999999998
188.976,9.412199999999999
189.1284,9.7259
189.2808,9.5668
189.4332,10.823699999999999
189.5856,11.0483
189.738,11.7204
189.8904,12.795699999999998
190.0428,12.827399999999999
190.1952,13.7497
190.3476,13.8073
190.5,15.2962
190.6524,14.778500000000001
190.8048,14.5181
190.9572,14.012400000000001
191.1096,11.23
191.262,7.712899999999998
191.4144,5.372500000000002
191.5668,3.836100000000002
191.7192,4.119199999999999
191.8716,5.384400000000003
192.024,6.770600000000002
192.1764,6.892899999999999
192.3288,6.300800000000001
192.4812,5.4216
192.6336,2.4238999999999997
192.786,-3.405400000000002
192.9384,-8.687499999999998
193.0908,-9.174800000000001
193.2432,-5.412100000000002
193.3956,-2.2544000000000004
193.548,-1.420099999999998
193.7004,-1.8062000000000005
193.8528,0.45289999999999964
194.0052,2.100999999999999
194.1576,2.7696999999999967
194.31,3.313399999999998
194.4624,4.2662999999999975
194.6148,3.8397000000000006
194.7672,2.5146000000000015
194.9196,0.5531999999999968
195.072,0.07689999999999841
195.2244,1.0164000000000009
195.3768,3.319700000000001
195.5292,3.526
195.6816,4.851200000000002
195.834,7.931999999999999
195.9864,8.9122
196.1388,9.874099999999999
196.2912,9.563899999999999
196.4436,9.347399999999999
196.596,8.8668
196.7484,7.890099999999999
196.9008,7.4336
197.0532,8.118200000000002
197.2056,11.9381
197.358,14.0511
197.5104,11.883500000000002
197.6628,8.828600000000002
197.8152,6.7897
197.9676,7.5685
198.12,10.4503
198.2724,11.376000000000001
198.4248,12.0182
198.5772,12.542599999999998
198.7296,12.613599999999998
198.882,10.430900000000001
199.0344,7.510000000000002
199.1868,7.6572
199.3392,9.528300000000002
199.4916,10.185500000000001
199.644,8.5282
199.7964,7.138500000000002
199.9488,8.282100000000002
200.1012,9.6482
200.2536,10.469199999999999
200.406,9.357600000000001
200.5584,9.508600000000001
200.7108,10.1722
200.8632,9.5972
201.0156,8.404599999999999
201.168,6.979899999999999
201.3204,6.132799999999998
201.4728,7.388199999999998
201.6252,10.0758
201.7776,12.197199999999999
201.93,13.1661
202.0824,10.063899999999999
202.2348,4.9033999999999995
202.3872,2.6709999999999994
202.5396,3.7647999999999993
202.692,5.826699999999999
202.8444,6.281499999999999
202.9968,5.1302
203.1492,4.429899999999998
203.3016,3.377299999999998
203.454,2.1700000000000017
203.6064,2.0267000000000017
203.7588,2.2704999999999984
203.9112,3.519000000000002
204.0636,2.7075999999999993
204.216,2.826100000000002
204.3684,2.4032999999999998
204.5208,4.0100999999999996
204.6732,6.3908999999999985
204.8256,7.7173
204.978,7.890099999999999
205.1304,7.317599999999999
205.2828,8.246099999999998
205.4352,9.2956
205.5876,11.273100000000001
205.74,12.805699999999998
