depth,delta_GR
15.24,1.3723
15.3924,0.049200000000000355
15.5448,-0.8194000000000004
15.6972,-0.46470000000000056
15.8496,1.3347000000000002
16.002,3.8398999999999996
16.1544,5.7002
16.3068,6.5602
16.4592,6.6869
16.6116,5.919700000000001
16.764,4.4403
16.9164,3.6769999999999996
17.0688,4.5576
17.2212,4.5066
17.3736,3.599
17.526,2.4592
17.6784,1.8166999999999995
17.8308,2.1215999999999995
17.9832,2.9471
18.1356,3.2039
18.288,3.2125
18.4404,3.4964999999999997
18.5928,4.2875
18.7452,4.6826
18.8976,4.617900000000001
19.05,4.488300000000001
19.2024,4.3881
19.3548,4.0383
19.5072,3.8545000000000003
19.6596,4.4674
19.812,5.1498
19.9644,5.6235
20.1168,5.551200000000001
20.2692,4.3683000000000005
20.4216,3.2884
20.574,3.0055000000000005
20.7264,2.2394
20.8788,1.1759999999999993
21.0312,1.2963999999999993
21.1836,1.1391
21.336,0.7858999999999998
21.4884,0.40859999999999985
21.6408,-0.8223000000000003
21.7932,-1.7502000000000004
21.9456,-1.5888
22.098,-1.0509999999999993
22.2504,-0.9047000000000001
22.4028,-0.5059000000000005
22.5552,0.6516000000000002
22.7076,1.0458999999999996
22.86,1.0194999999999999
23.0124,1.0739
23.1648,1.2713999999999999
23.3172,1.5615
23.4696,2.3383000000000003
23.622,3.3280999999999996
23.7744,3.7656
23.9268,3.2177000000000002
24.0792,0.9488000000000003
24.2316,-1.5786000000000007
24.384,-1.5339
24.5364,-0.0034999999999998366
24.6888,0.34079999999999977
24.8412,0.1061999999999994
24.9936,-0.3982999999999999
25.146,-0.40119999999999933
25.2984,-0.2270000000000003
25.4508,-9.999999999976694e-05
25.6032,0.3105000000000002
25.7556,0.4659000000000004
25.908,0.17830000000000013
26.0604,-0.2887000000000004
26.2128,0.3097000000000003
26.3652,1.4306
26.5176,2.2307999999999995
26.67,2.6568999999999994
26.8224,3.3503999999999996
26.9748,5.8563
27.1272,11.188
27.2796,16.6141
27.432,18.986900000000002
27.5844,19.554000000000002
27.7368,19.9809
27.8892,20.5237
28.0416,21.932000000000002
28.194,23.509300000000003
28.3464,24.903200000000002
28.4988,25.6162
28.6512,26.3691
28.8036,25.902700000000003
28.956,25.161900000000003
29.1084,25.2426
29.2608,25.6951
29.4132,25.793999999999997
29.5656,25.439400000000003
29.718,24.768600000000003
29.8704,23.441699999999997
30.0228,23.2454
30.1752,22.6019
30.3276,21.909599999999998
30.48,21.7594
30.6324,22.4513
30.7848,24.0948
30.9372,25.6324
31.0896,25.5113
31.242,24.78
31.3944,23.243
31.5468,22.096600000000002
31.6992,20.5158
31.8516,20.6556
32.004,21.773699999999998
32.1564,22.9482
32.3088,22.307199999999998
32.4612,21.0838
